de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Livestream,128,http://streamtdy.ir-media-tec.com/live/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Livestream,128,http://streamtdy.ir-media-tec.com/live/mp3-128/web/play.m3u,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Deutschpop Nonstop,128,http://streamtdy.ir-media-tec.com/deutschpop/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Deutschpop Nonstop,128,http://streamtdy.ir-media-tec.com/deutschpop/mp3-128/web/play.m3u,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Gute Nacht Musik,128,http://streamtdy.ir-media-tec.com/gutenacht/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Gute Nacht Musik,128,http://streamtdy.ir-media-tec.com/gutenacht/mp3-128/web/play.m3u,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Kinderdisco,128,http://streamtdy.ir-media-tec.com/disco/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Kinderdisco,128,http://streamtdy.ir-media-tec.com/disco/mp3-128/web/play.m3u,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Kinderlieder,128,http://streamtdy.ir-media-tec.com/kinderlieder/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Kinderlieder,128,http://streamtdy.ir-media-tec.com/kinderlieder/mp3-128/web/play.m3u,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Softmix,128,http://streamtdy.ir-media-tec.com/softmix/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Softmix,128,http://streamtdy.ir-media-tec.com/softmix/mp3-128/web/play.m3u,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - TEDDY Cool,128,http://streamtdy.ir-media-tec.com/cool/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - TEDDY Cool,128,http://streamtdy.ir-media-tec.com/cool/mp3-128/web/play.m3u,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Weihnachtslieder,128,http://streamtdy.ir-media-tec.com/weihnachtslieder/mp3-128/web/play.mp3,
de,Radio TEDDY,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Radio_Teddy_Logo.svg/1200px-Radio_Teddy_Logo.svg.png,Radio TEDDY - Weihnachtslieder,128,http://streamtdy.ir-media-tec.com/weihnachtslieder/mp3-128/web/play.m3u,
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - Liveradio Mein Supermix",128,http://stream.rs2.de/rs2/mp3-128,mp3
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - Liveradio Mein Supermix",48,http://stream.rs2.de/rs2/aac-48,aac
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - 90er",128,http://stream.rs2.de/rs2-90er/mp3-128,mp3
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - 90er",48,http://stream.rs2.de/rs2-90er/aac-48,aac
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - Kulthits",128,http://stream.rs2.de/rs2-80er/mp3-128,mp3
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - Kulthits",48,http://stream.rs2.de/rs2-80er/aac-48,aac
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - Mein Partymix",128,http://stream.rs2.de/rs2-relax/mp3-128,mp3
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - Mein Partymix",48,http://stream.rs2.de/rs2-relax/aac-48,aac
de,"94,3 rs2",https://upload.wikimedia.org/wikipedia/commons/9/94/45242_logo-rs2-1819_02_1280x720.jpg,"94,3 rs2 - Weihnachtsradio",128,http://stream.rs2.de/weihnachtsradio/mp3-128,mp3
