de,NDR,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Njoy-logo.svg/1200px-Njoy-logo.svg.png,N-JOY,32,http://www.ndr.de/resources/metadaten/audio/m3u/n-joy.m3u
de,NDR,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Njoy-logo.svg/1200px-Njoy-logo.svg.png,N-JOY,32,http://www.ndr.de/resources/metadaten/audio/m3u/low/n-joy.m3u
de,NDR,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Njoy-logo.svg/1200px-Njoy-logo.svg.png,N-JOY,32,http://www.ndr.de/resources/metadaten/audio/aac/n-joy.m3u
de,NDR,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Njoy-logo.svg/1200px-Njoy-logo.svg.png,N-JOY,128,https://ndr-edge-2041-dus-lg-cdn.cast.addradio.de/ndr/njoy/live/mp3/128/stream.mp3
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Niedersachsen,32,http://www.ndr.de/resources/metadaten/audio/m3u/ndr1niedersachsen.m3u
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Niedersachsen,32,http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr1niedersachsen_han.m3u
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Niedersachsen,32,http://www.ndr.de/resources/metadaten/audio/aac/ndr1niedersachsen.m3u
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Niedersachsen,128,http://ndr-ndr1niedersachsen-hannover.cast.addradio.de/ndr/ndr1niedersachsen/hannover/mp3/128/stream.mp3
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Radio MV,32,http://www.ndr.de/resources/metadaten/audio/m3u/ndr1radiomv.m3u
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Radio MV,128,http://ndr-ndr1radiomv-schwerin.cast.addradio.de/ndr/ndr1radiomv/schwerin/mp3/128/stream.mp3
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Radio MV,32,http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr1radiomv_sn.m3u
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Radio MV,32,http://www.ndr.de/resources/metadaten/audio/aac/ndr1radiomv.m3u
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Welle Nord,32,http://www.ndr.de/resources/metadaten/audio/m3u/ndr1wellenord.m3u
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Welle Nord,128,http://ndr-ndr1wellenord-kiel.cast.addradio.de/ndr/ndr1wellenord/kiel/mp3/128/stream.mp3
de,NDR,https://www.ndr.de/media/logo276_v-contentxl.jpg,NDR 1 Welle Nord,32,http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr1wellenord_ki.m3u
