HR1,"http://hr-hr1-live.cast.addradio.de/hr/hr1/live/mp3/128/stream.mp3,			 http://hr-mp3-m-h1.akacast.akamaistream.net/7/783/142131/v1/gnl.akacast.akamaistream.net/hr-mp3-m-h1",http://www.hr-online.de/website/radio/hr1/
HR2,"http://hr-hr2-live.cast.addradio.de/hr/hr2/live/mp3/128/stream.mp3,			 http://hr-mp3-m-h2.akacast.akamaistream.net/7/786/142132/v1/gnl.akacast.akamaistream.net/hr-mp3-m-h2",http://www.hr-online.de/website/radio/hr2/
HR3,"http://hr-hr3-live.cast.addradio.de/hr/hr3/live/mp3/128/stream.mp3,			 http://hr-mp3-m-h3.akacast.akamaistream.net/7/785/142133/v1/gnl.akacast.akamaistream.net/hr-mp3-m-h3",http://www.hr-online.de/website/radio/hr3/
HR4,"http://hr-hr4-live.cast.addradio.de/hr/hr4/live/mp3/128/stream.mp3,			 http://hr-hr4-live.cast.addradio.de/hr/hr4/live/mp3/48/stream.mp3 ,			 http://metafiles.gl-systemhaus.de/hr/hr4_2.m3u,			 http://metafiles.gl-systemhaus.de/hr/hr4_1.m3u",http://www.hr4.de/index.html
HR4 Nord-Osthessen,"http://hr-hr4-nord.cast.addradio.de/hr/hr4/nord/mp3/128/stream.mp3,			 http://metafiles.gl-systemhaus.de/hr/hr4_nord_2.m3u,			 http://metafiles.gl-systemhaus.de/hr/hr4_nord_1.m3u",
HR4 Mittelhessen,"http://hr-hr4-mitte.cast.addradio.de/hr/hr4/mitte/mp3/128/stream.mp3,			 http://metafiles.gl-systemhaus.de/hr/hr4_mitte_2.m3u,			 http://metafiles.gl-systemhaus.de/hr/hr4_mitte_1.m3u",
HR4 Südhessen / Rhein-Main,"http://hr-hr4-live.cast.addradio.de/hr/hr4/live/mp3/128/stream.mp3,			 http://metafiles.gl-systemhaus.de/hr/hr4_2.m3u,			 http://metafiles.gl-systemhaus.de/hr/hr4_1.m3u",
HR-Info,"http://hr-hrinfo-live.cast.addradio.de/hr/hrinfo/live/mp3/128/stream.mp3,			 http://hr-mp3-m-hrinfo.akacast.akamaistream.net/7/698/142135/v1/gnl.akacast.akamaistream.net/hr-mp3-m-hrinfo",http://www.hr-inforadio.de/index.html
YOU FM Livestream,"http://metafiles.gl-systemhaus.de/hr/youfm_2.m3u,			 http://metafiles.gl-systemhaus.de/hr/youfm_1.m3u",http://www.you-fm.de/
YOU FM Just Music-Stream,http://metafiles.gl-systemhaus.de/hr/youfm_justmusic.m3u,
YOU FM Sounds-Stream,http://metafiles.gl-systemhaus.de/hr/youfm_sounds.m3u,
YOU FM Club-Stream,http://metafiles.gl-systemhaus.de/hr/youfm_club.m3u,
MDR,Mitteldeutscher Rundfunk,http://www.mdr.de/
MDR  Sachsen - Das Sachenradio,"http://mdr-284280-0.cast.mdr.de/mdr/284280/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284280-0_mp3_high.m3u,			 http://mdr-284280-0.cast.mdr.de/mdr/284280/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/284280-0_mp3_low.m3u,			 http://mdr-284280-0.cast.mdr.de/mdr/284280/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/284280-0_aac_high.m3u,",
MDR Sachsen - Sorbisches Programm,"http://mdr-990100-0.cast.mdr.de/mdr/990100/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/990100-0_mp3_high.m3u,			 http://mdr-990100-0.cast.mdr.de/mdr/990100/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/990100-0_mp3_low.m3u,			 http://mdr-990100-0.cast.mdr.de/mdr/990100/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/990100-0_aac_high.m3u",
MDR Sachsen-Anhalt,"http://mdr-284290-0.cast.mdr.de/mdr/284290/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284290-0_mp3_high.m3u,		                      			 http://mdr-284290-0.cast.mdr.de/mdr/284290/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/284290-0_mp3_low.m3u,			 http://mdr-284290-0.cast.mdr.de/mdr/284290/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/284290-0_aac_high.m3u",
MDR  Thüringen,http://mdr-284300-0.cast.mdr.de/mdr/284300/0/mp3/high/stream.mp3,
MDR Aktuell,"http://mdr-284340-0.cast.mdr.de/mdr/284340/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284340-0_mp3_high.m3u,			 http://mdr-284340-0.cast.mdr.de/mdr/284340/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/284340-0_mp3_low.m3u,			 http://mdr-284340-0.cast.mdr.de/mdr/284340/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/284340-0_aac_high.m3u",
MDR Klassik,"http://mdr-284350-0.cast.mdr.de/mdr/284350/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284350-0_mp3_high.m3u,			 http://mdr-284350-0.cast.mdr.de/mdr/284350/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/284350-0_mp3_low.m3u,			 http://mdr-284350-0.cast.mdr.de/mdr/284350/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/284350-0_aac_high.m3u",http://www.mdr.de/mdr-klassik/index.html
MDR Schlagerwelt - Sachsen,"http://mdr-990801-0.cast.mdr.de/mdr/990801/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/990801-0_mp3_high.m3u,			 http://mdr-990801-0.cast.mdr.de/mdr/990801/0/mp3/low/stream.mp3 ,			 http://avw.mdr.de/streams/990801-0_mp3_low.m3u,			 http://mdr-990801-0.cast.mdr.de/mdr/990801/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/990801-0_aac_high.m3u",http://www.mdr.de/meine-schlagerwelt/index.html
MDR Schlagerwelt - Sachsen-Anhalt,"http://mdr-990701-0.cast.mdr.de/mdr/990701/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/990701-0_mp3_high.m3u,			 http://mdr-990701-0.cast.mdr.de/mdr/990701/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/990701-0_mp3_low.m3u,			 http://mdr-990701-0.cast.mdr.de/mdr/990701/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/990701-0_aac_high.m3u",
MDR Schlagerwelt - Thüringen,"http://mdr-990601-0.cast.mdr.de/mdr/990601/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/990601-0_mp3_high.m3u,			 http://mdr-990601-0.cast.mdr.de/mdr/990601/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/990601-0_mp3_low.m3u,			 http://mdr-990601-0.cast.mdr.de/mdr/990601/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/990601-0_aac_high.m3u",
MDR Kultur,"http://mdr-284310-0.cast.mdr.de/mdr/284310/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284310-0_mp3_high.m3u,			 http://mdr-284310-0.cast.mdr.de/mdr/284310/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/284310-0_mp3_low.m3u,			 http://mdr-284310-0.cast.mdr.de/mdr/284310/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/284310-0_aac_high.m3u",http://www.mdr.de/kultur/radio-tv/radio/index.html
MDR Kultur Klassik im Konzert,"http://mdr-284311-0.cast.mdr.de/mdr/284311/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284311-0_mp3_high.m3u,			 http://mdr-284311-0.cast.mdr.de/mdr/284311/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/284311-0_mp3_low.m3u,			 http://mdr-284311-0.cast.mdr.de/mdr/284311/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/284311-0_aac_high.m3u ,",
MDR TWEENS,"http://mdr-991101-0.cast.mdr.de/mdr/991101/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/991101-0_mp3_high.m3u,			 http://mdr-991101-0.cast.mdr.de/mdr/991101/0/mp3/low/stream.mp3,			 http://avw.mdr.de/streams/991101-0_mp3_low.m3u,			 http://mdr-991101-0.cast.mdr.de/mdr/991101/0/aac/high/stream.aac,			 http://avw.mdr.de/streams/991101-0_aac_high.m3u",
MDR JUMP Live Channel,"http://mdr-284320-0.cast.mdr.de/mdr/284320/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284320-0_mp3_high.m3u,			 http://mdr-284320-0.cast.mdr.de/mdr/284320/0/mp3/low/stream.mp3 ,			 http://avw.mdr.de/streams/284320-0_mp3_low.m3u,			 http://mdr-284320-0.cast.mdr.de/mdr/284320/0/aac/high/stream.aac ,			 http://avw.mdr.de/streams/284320-0_aac_high.m3u",www
MDR JUMP Trend Channel,"http://mdr-284321-0.cast.mdr.de/mdr/284321/0/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284321-0_mp3_high.m3u,			 http://mdr-284321-0.cast.mdr.de/mdr/284321/0/mp3/low/stream.mp3 ,			 http://avw.mdr.de/streams/284321-0_mp3_low.m3u,			 http://mdr-284321-0.cast.mdr.de/mdr/284321/0/aac/high/stream.aac ,			 http://avw.mdr.de/streams/284321-0_aac_high.m3u",
MDR JUMP Rock Channel,"http://mdr-284321-1.cast.mdr.de/mdr/284321/1/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284321-1_mp3_high.m3u,			 http://mdr-284321-1.cast.mdr.de/mdr/284321/1/mp3/low/stream.mp3 ,			 http://avw.mdr.de/streams/284321-1_mp3_low.m3u,			 http://mdr-284321-1.cast.mdr.de/mdr/284321/1/aac/high/stream.aac ,			 http://avw.mdr.de/streams/284321-1_aac_high.m3u",
MDR JUMP In The Mix channel,"http://mdr-284321-2.cast.mdr.de/mdr/284321/2/mp3/high/stream.mp3,			 http://avw.mdr.de/streams/284321-2_mp3_high.m3u,			 http://mdr-284321-2.cast.mdr.de/mdr/284321/2/mp3/low/stream.mp3 ,			 http://avw.mdr.de/streams/284321-2_mp3_low.m3u,			 http://mdr-284321-2.cast.mdr.de/mdr/284321/2/aac/high/stream.aac ,			 http://avw.mdr.de/streams/284321-2_aac_high.m3u",
MDR SPUTNIK On Air Channel,"https://mdr-edge-205e-fra-lg-cdn.cast.addradio.de/mdr/sputnik/live/mp3/128/stream.mp3,			 https://mdr-edge-205d-dus-lg-cdn.cast.addradio.de/mdr/sputnik/live/mp3/128/stream.mp3",http://www.sputnik.de/home/sputnik-home100.html
MDR SPUTNIK - Black Channel,"https://mdr-edge-205e-fra-lg-cdn.cast.addradio.de/mdr/sputnik/black/mp3/128/stream.mp3,			 https://mdr-edge-1060-fra-dtag-cdn.cast.addradio.de/mdr/sputnik/black/mp3/128/stream.mp3,			 https://mdr-edge-105c-dus-dtag-cdn.cast.addradio.de/mdr/sputnik/black/mp3/128/stream.mp3",
MDR SPUTNIK - Rock Channel,"https://mdr-edge-105d-dus-dtag-cdn.cast.addradio.de/mdr/sputnik/rock/mp3/128/stream.mp3,			 https://mdr-edge-10b1-fra-dtag-cdn.cast.addradio.de/mdr/sputnik/rock/mp3/128/stream.mp3",
MDR SPUTNIK - Club Channel,"https://mdr-edge-105d-dus-dtag-cdn.cast.addradio.de/mdr/sputnik/club/mp3/128/stream.mp3,			 https://mdr-edge-105b-dus-dtag-cdn.cast.addradio.de/mdr/sputnik/club/mp3/128/stream.mp3",
MDR SPUTNIK - Firstplay Channel,"https://mdr-edge-105c-dus-dtag-cdn.cast.addradio.de/mdr/sputnik/insomnia/mp3/128/stream.mp3,			 https://mdr-edge-205d-dus-lg-cdn.cast.addradio.de/mdr/sputnik/insomnia/mp3/128/stream.mp3",
MDR SPUTNIK Popkult Channel,"https://mdr-edge-205b-dus-lg-cdn.cast.addradio.de/mdr/sputnik/popkult/mp3/128/stream.mp3,			 https://mdr-edge-205d-dus-lg-cdn.cast.addradio.de/mdr/sputnik/popkult/mp3/128/stream.mp3",
MDR SPUTNIK Roboton Channel,"https://mdr-edge-105d-dus-dtag-cdn.cast.addradio.de/mdr/sputnik/roboton/mp3/128/stream.mp3,			 https://mdr-edge-10b1-fra-dtag-cdn.cast.addradio.de/mdr/sputnik/roboton/mp3/128/stream.mp3",
MDR SPUTNIK Soundcheck Channel,"https://mdr-edge-105d-dus-dtag-cdn.cast.addradio.de/mdr/sputnik/soundcheck/mp3/128/stream.mp3,			 https://mdr-edge-205c-dus-lg-cdn.cast.addradio.de/mdr/sputnik/soundcheck/mp3/128/stream.mp3",
NDR,Norddeutscher Rundfunk,http://www.ndr.de
N-JOY,"http://www.ndr.de/resources/metadaten/audio/m3u/n-joy.m3u,			 http://ndr-njoy-live.cast.addradio.de/ndr/njoy/live/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/n-joy.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/n-joy.m3u,			 https://ndr-edge-2041-dus-lg-cdn.cast.addradio.de/ndr/njoy/live/mp3/128/stream.mp3",http://www.n-joy.de/
NDR 1 Niedersachsen,"http://www.ndr.de/resources/metadaten/audio/m3u/ndr1niedersachsen.m3u,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr1niedersachsen_han.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndr1niedersachsen.m3u,			 http://ndr-ndr1niedersachsen-hannover.cast.addradio.de/ndr/ndr1niedersachsen/hannover/mp3/128/stream.mp3",http://www.ndr.de/ndr1niedersachsen/
NDR 1 Radio MV,"http://www.ndr.de/resources/metadaten/audio/m3u/ndr1radiomv.m3u,			 http://ndr-ndr1radiomv-schwerin.cast.addradio.de/ndr/ndr1radiomv/schwerin/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr1radiomv_sn.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndr1radiomv.m3u",http://www.ndr.de/radiomv/
NDR 1 Welle Nord,"http://www.ndr.de/resources/metadaten/audio/m3u/ndr1wellenord.m3u,			 http://ndr-ndr1wellenord-kiel.cast.addradio.de/ndr/ndr1wellenord/kiel/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr1wellenord_ki.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndr1wellenord.m3u",http://www.wellenord.de/
NDR 2,"http://www.ndr.de/resources/metadaten/audio/m3u/ndr2.m3u,			 http://ndr-ndr2-niedersachsen.cast.addradio.de/ndr/ndr2/niedersachsen/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr2_nds.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndr2.m3u",http://www.ndr.de/ndr2/
"NDR 90,3","http://www.ndr.de/resources/metadaten/audio/m3u/ndr903.m3u,			 http://ndr-ndr903-hamburg.cast.addradio.de/ndr/ndr903/hamburg/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndr903.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndr903.m3u",http://www.ndr.de/903/
NDR Blue,"http://www.ndr.de/resources/metadaten/audio/m3u/ndrblue.m3u,			 http://ndr-ndrblue-live.cast.addradio.de/ndr/ndrblue/live/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndrblue.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndrblue.m3u",http://www.ndr.de/ndrblue/
NDR Info,"http://www.ndr.de/resources/metadaten/audio/m3u/ndrinfo.m3u,			 http://ndr-ndrinfo-niedersachsen.cast.addradio.de/ndr/ndrinfo/niedersachsen/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndrinfo_nds.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndrinfo.m3u",http://www.ndr.de/info/
NDR Info Spezial,"http://www.ndr.de/resources/metadaten/audio/m3u/ndrinfo_spezial.m3u,			 http://ndr-ndrinfospezial-live.cast.addradio.de/ndr/ndrinfospezial/live/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndrinfo_spezial.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndrinfo_spezial.m3u",http://www.ndr.de/infospezial/
NDR Kultur,"http://www.ndr.de/resources/metadaten/audio/m3u/ndrkultur.m3u,			 http://ndr-ndrkultur-live.cast.addradio.de/ndr/ndrkultur/live/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndrkultur.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndrkultur.m3u,			 https://ndr-edge-20ac-fra-lg-cdn.cast.addradio.de/ndr/ndrkultur/live/mp3/128/stream.mp3",http://www.ndr.de/ndrkultur/
NDR Plus,"http://www.ndr.de/resources/metadaten/audio/m3u/ndrplus.m3u,			 http://ndr-ndrplus-live.cast.addradio.de/ndr/ndrplus/live/mp3/128/stream.mp3 ,			 http://www.ndr.de/resources/metadaten/audio/m3u/low/ndrplus.m3u,			 http://www.ndr.de/resources/metadaten/audio/aac/ndrplus.m3u",http://www.ndr.de/ndrplus/
NDR Webradio,Overzicht van webradiozenders,
RB,Radio Bremen,http://www.radiobremen.de/
Bremen Eins,"http://dl-ondemand.radiobremen.de/bremeneins.m3u,			 http://rb-bremeneins-live.cast.addradio.de/rb/bremeneins/live/mp3/128/stream.mp3,			 http://dl-ondemand.radiobremen.de/bremeneinslq.m3u,			 http://rb-bremeneins-live.cast.addradio.de/rb/bremeneins/live/mp3/64/stream.mp3",http://www.radiobremen.de/bremeneins/
Bremen Vier,"http://dl-ondemand.radiobremen.de/bremenvier.m3u,			 http://rb-bremenvier-live.cast.addradio.de/rb/bremenvier/live/mp3/128/stream.mp3,			 http://dl-ondemand.radiobremen.de/bremenvierlq.m3u,			 http://rb-bremenvier-live.cast.addradio.de/rb/bremenvier/live/mp3/64/stream.mp3",http://www.radiobremen.de/bremenvier/
NordwestRadio,"http://dl-ondemand.radiobremen.de/bremenzwei.m3u,			 http://rb-bremenzwei-live.cast.addradio.de/rb/bremenzwei/live/mp3/128/stream.mp3,			 http://dl-ondemand.radiobremen.de/bremenzweilq.m3u,			 http://rb-bremenzwei-live.cast.addradio.de/rb/bremenzwei/live/mp3/64/stream.mp3",http://www.radiobremen.de/nordwestradio/
Bremen Next,"http://dl-ondemand.radiobremen.de/bremen_next.m3u,			 http://rb-bremennext-live.cast.addradio.de/rb/bremennext/live/mp3/128/stream.mp3,			 http://dl-ondemand.radiobremen.de/bremennextlq.m3u,			 http://rb-bremennext-live.cast.addradio.de/rb/bremennext/live/mp3/64/stream.mp3",http://www.radiobremen.de/bremennext/index.html
COSMO,"http://wdr-cosmo-live.icecast.wdr.de/wdr/cosmo/live/mp3/128/stream.mp3,			 http://www.wdr.de/wdrlive/media/hls/cosmo.m3u8",http://www1.wdr.de/radio/cosmo/index.html
RBB,Rundfunk Berlin-Brandenburg,https://www.rbb-online.de/radio/index.html
"radioBERLIN 88,8","http://www.radioberlin.de/live.m3u,			 http://rbb-radioberlin-live.cast.addradio.de/rbb/radioberlin/live/mp3/128/stream.mp3,			 http://www.radioberlin.de/live.pls,			 http://www.radioberlin.de/live_s.m3u,			 http://rbb-radioberlin-live.cast.addradio.de/rbb/radioberlin/live/mp3/48/stream.mp3,			 http://www.radioberlin.de/live_s.pls",http://www.radioberlin.de/
Antenne Brandenburg,"http://www.antennebrandenburg.de/live.m3u,			 http://www.antennebrandenburg.de/live.pls,			 http://www.antennebrandenburg.de/live_s.m3u,			 http://www.antennebrandenburg.de/live_s.pls,			 http://addrad.io/4WRKjn,			 https://rbb-antennebrandenburg-live.sslcast.addradio.de/rbb/antennebrandenburg/live/mp3/128/stream.mp3,			 http://rbb-antennebrandenburg-live.cast.addradio.de/rbb/antennebrandenburg/live/mp3/128/stream.mp3",https://www.antennebrandenburg.de/
Fritz,"http://www.fritz.de/live.m3u,			 http://www.fritz.de/live.pls,			 http://fritz.de/livemp3,			 http://fritz.de/livemp3_s",http://www.fritz.de/
